Loudness,alphaRatio,hammarbergIndex,slope0-500,slope500-1500,spectralFlux,mfcc_coeff1,mfcc_coeff2,mfcc_coeff3,mfcc_coeff4,F0_semitone_From27.5Hz,jitter_local,shimmer_local_dB,HNRdBACF,logRelF0-H1-H2,logRelF0-H1-A3,F1_frequency,F1_bandwidth,F1_amplitudeLogRelF0,F2_frequency,F2_bandwidth,F2_amplitudeLogRelF0,F3_frequency,F3_bandwidth,F3_amplitudeLogRelF0
-0.4440385,-0.124970555,0.36158234,0.16390614,1.0551937,-0.47649455,-0.16821015,0.8746711,-0.14263472,-0.19846775,-0.5873421,-0.2984522,-0.46996346,-0.46968058,-0.40474918,-0.5077261,1.0551975,1.8558816,-2.8439767,1.5788122,1.5620676,-2.8449085,1.8996505,1.1931529,-2.8453217
-0.41740113,0.16771057,0.11035007,0.23043792,1.1304431,-0.47364718,-0.43207073,0.9019458,-0.06156078,-0.1993982,-0.5879321,-0.29768628,-0.4689281,-0.46877882,-0.40617213,-0.5076674,1.2375934,1.773577,-2.843735,1.6708871,1.5448825,-2.8439784,1.9365929,1.1884496,-2.8449361
-0.33840048,0.6495568,-0.24928433,0.013564153,1.2594813,-0.45572025,-0.86186993,0.79665124,0.06759575,0.020039868,-0.5892005,-0.29748106,-0.46955675,-0.4683152,-0.4058161,-0.5073892,1.2881179,1.6431646,-2.8445876,1.667137,1.4987366,-2.8441179,1.9224674,1.2366629,-2.8442101
-0.25654066,1.0657988,-0.54507583,-0.07471283,1.4109251,-0.44086248,-1.2190324,0.5199834,0.17996654,0.23397054,-0.58753014,-0.29984263,-0.4696686,-0.46906218,-0.4047049,-0.5087553,1.3128283,1.4521668,-2.8450344,1.6277753,1.492474,-2.8427505,1.8905164,1.3157825,-2.8457644
-0.14774871,1.3185622,-0.65160596,-0.13028271,1.5701269,-0.41221792,-1.3531332,-0.04220726,0.104162365,0.3924637,-0.5879989,-0.2987957,-0.46985573,-0.47109058,-0.40580395,-0.50881135,1.2854438,1.2566757,-2.848138,1.5634499,1.533667,-2.8473513,1.8561893,1.3819826,-2.8458304
0.09657109,1.2967395,-0.66174775,0.12073545,1.0910808,-0.31439948,-1.1951908,-0.45410502,-0.06878731,-0.081137225,-0.58906054,-0.29764712,-0.4701508,-0.4704173,-0.40635756,-0.5098294,1.1050382,1.2885408,-2.8450713,1.5218612,1.4721085,-2.842014,1.8337078,1.3665425,-2.8400378
0.5077664,1.1232048,-0.6959788,0.49956933,0.42487296,-0.018145982,-0.9467257,-0.51912576,0.34089556,-0.6067739,-0.5880031,-0.2974135,-0.46941867,-0.46940562,-0.40231135,-0.50998986,1.0441375,1.4887488,-2.8427503,1.574618,1.3695843,-2.8397706,1.8427634,1.3580475,-2.8323503
1.0076102,0.5589642,-0.31819493,0.31724778,-0.1742803,0.96878916,-0.48897707,0.021916762,1.333979,-0.6009671,-0.5860057,-0.2998415,-0.4726136,-0.47488067,-0.40200552,-0.5093974,0.9051454,1.6530265,-1.8553613,1.6324872,0.99594057,-1.8887832,1.8934199,1.3143342,-1.8791023
1.5553789,-0.03893304,0.116808355,-0.3637224,-0.226279,2.1722848,-0.031593807,0.52603006,2.4904394,0.2000625,1.0798515,-0.26582617,-0.4909365,-0.01706535,0.12713459,0.038410794,0.697923,1.6500843,-0.81701857,1.6456536,0.7022579,-0.9754614,1.906943,1.3188572,-0.77458906
2.356277,-0.3521543,0.35045487,-1.0515648,-0.07054703,3.1493986,0.25304258,0.61331534,3.3940473,0.9708145,1.1385624,-0.2751848,-0.4325742,0.14833565,0.21753052,0.120062724,0.40093213,1.6057357,0.25248125,1.602728,0.48540002,-0.06195336,1.8514963,1.2934899,0.21053773
